Title,Year,Issue,ArticleURL,Abstract,Author_Name,Author_University
Informing Research: Celebrating 50 Years of Ideas and Science at HICSS,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/6,No Abstract,Dirk Hovorka,University of Sydney
Informing Research: Celebrating 50 Years of Ideas and Science at HICSS,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/6,No Abstract,Jason B. Thatcher,University of Alabama
Informing Research: Celebrating 50 Years of Ideas and Science at HICSS,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/6,No Abstract,Alan Dennis,Indiana University - Bloomington
Informing Research: Celebrating 50 Years of Ideas and Science at HICSS,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/6,No Abstract,Joey F. George,Iowa State University
When Humans Using the IT Artifact Becomes IT Using the Human Artifact,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/5,No Abstract,Dionysios Demetis,"University of Hull, Hull, United Kingdom"
When Humans Using the IT Artifact Becomes IT Using the Human Artifact,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/5,No Abstract,Allen S. Lee,Virginia Commonwealth University
"Actors, Avatars and Agents: Potentials and Implications of Natural Face Technology for the Creation of Realistic Visual Presence",2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/4,No Abstract,Mike Seymour,University of Sydney
"Actors, Avatars and Agents: Potentials and Implications of Natural Face Technology for the Creation of Realistic Visual Presence",2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/4,No Abstract,Kai Riemer,University of Sydney
"Actors, Avatars and Agents: Potentials and Implications of Natural Face Technology for the Creation of Realistic Visual Presence",2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/4,No Abstract,Judy Kay,University of Sydney
Digital Probes as Opening Possibilities of Generativity,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/3,No Abstract,Sirkka Jarvenpaa,University of Texas at Austin
Digital Probes as Opening Possibilities of Generativity,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/3,No Abstract,Willem Standaert,Vlerick Business School
Extending Digital Infrastructures: A Typology of Growth Tactics,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/2,No Abstract,Dina Koutsikouri,University of Gothenburg
Extending Digital Infrastructures: A Typology of Growth Tactics,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/2,No Abstract,Rikard Lindgren,University of Gothenburg
Extending Digital Infrastructures: A Typology of Growth Tactics,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/2,No Abstract,Ola Henfridsson,University of Warwick
Extending Digital Infrastructures: A Typology of Growth Tactics,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/2,No Abstract,Daniel Rudmark,RISE Viktoria
Governance in the Blockchain Economy: A Framework and Research Agenda,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/1,No Abstract,Roman Beck,IT University of Copenhagen
Governance in the Blockchain Economy: A Framework and Research Agenda,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/1,No Abstract,Christoph Müller-Bloch,IT University of Copenhagen
Governance in the Blockchain Economy: A Framework and Research Agenda,2018,Issue 10,https://aisel.aisnet.org/jais/vol19/iss10/1,No Abstract,John Leslie King,University of Michigan
Evidence-Based Information Systems: A New Perspective and a Road Map for Research-Informed Practice,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/4,No Abstract,David W. Wainwright,Northumbria University
Evidence-Based Information Systems: A New Perspective and a Road Map for Research-Informed Practice,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/4,No Abstract,Briony J. Oates,Teesside University
Evidence-Based Information Systems: A New Perspective and a Road Map for Research-Informed Practice,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/4,No Abstract,Helen M. Edwards,University of Sunderland
Evidence-Based Information Systems: A New Perspective and a Road Map for Research-Informed Practice,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/4,No Abstract,Sue Childs,Northumbria University
“Unblackboxing” Decision Makers’ Interpretations of IS Certifications in the Context of Cloud Service Certifications,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/3,No Abstract,Jens Lansing,University of Cologne
“Unblackboxing” Decision Makers’ Interpretations of IS Certifications in the Context of Cloud Service Certifications,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/3,No Abstract,Alexander Benlian,TU Darmstadt
“Unblackboxing” Decision Makers’ Interpretations of IS Certifications in the Context of Cloud Service Certifications,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/3,No Abstract,Ali Sunyaev,Karlsruhe Institute of Technology
Theorizing the Multilevel Effects of Interruptions and the Role of Communication Technology,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/2,No Abstract,Shamel Addas,Queen’s University
Theorizing the Multilevel Effects of Interruptions and the Role of Communication Technology,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/2,No Abstract,Alain Pinsonneault,McGill University
Is More Information Better? An Economic Analysis of Group-Buying Platforms,2018,Issue 11,https://aisel.aisnet.org/jais/vol19/iss11/1,No Abstract,Hong Xu,Hong Kong University of Science and Technology
Data-Driven Meets Theory-Driven Research in the Era of Big Data: Opportunities and Challenges for Information Systems Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/1,No Abstract,Wolfgang Maass,Saarland University
Data-Driven Meets Theory-Driven Research in the Era of Big Data: Opportunities and Challenges for Information Systems Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/1,No Abstract,Jeffrey Parsons,Memorial University of Newfoundland
Data-Driven Meets Theory-Driven Research in the Era of Big Data: Opportunities and Challenges for Information Systems Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/1,No Abstract,Sandeep Purao,Bentley University
Data-Driven Meets Theory-Driven Research in the Era of Big Data: Opportunities and Challenges for Information Systems Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/1,No Abstract,Veda C. Storey,Georgia State University
Data-Driven Meets Theory-Driven Research in the Era of Big Data: Opportunities and Challenges for Information Systems Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/1,No Abstract,Carson Woo,University of British Columbia
Designing Social Nudges for Enterprise Recommendation Agents: An Investigation in the Business Intelligence Systems Context,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/4,No Abstract,Martin Kretzer,University of Mannheim
Designing Social Nudges for Enterprise Recommendation Agents: An Investigation in the Business Intelligence Systems Context,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/4,No Abstract,Alexander Maedche,Karlsruhe Institute of Technology (KIT)
A Tale of Two Deterrents: Considering the Role of Absolute and Restrictive Deterrence to Inspire New Directions in Behavioral and Organizational Security Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/3,No Abstract,Robert Willison,University of Jyväskylä
A Tale of Two Deterrents: Considering the Role of Absolute and Restrictive Deterrence to Inspire New Directions in Behavioral and Organizational Security Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/3,No Abstract,Paul Benjamin Lowry,Virginia Tech
A Tale of Two Deterrents: Considering the Role of Absolute and Restrictive Deterrence to Inspire New Directions in Behavioral and Organizational Security Research,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/3,No Abstract,Raymond Paternoster,University of Maryland
“Computing” Requirements for Open Source Software: A Distributed Cognitive Approach,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/2,No Abstract,Xuan Xiao,Guangzhou University
“Computing” Requirements for Open Source Software: A Distributed Cognitive Approach,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/2,No Abstract,Aron Lindberg,Stevens Institute of Technology
“Computing” Requirements for Open Source Software: A Distributed Cognitive Approach,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/2,No Abstract,Sean Hansen,Rochester Institute of Technology
“Computing” Requirements for Open Source Software: A Distributed Cognitive Approach,2018,Issue 12,https://aisel.aisnet.org/jais/vol19/iss12/2,No Abstract,Kalle Lyytinen,Case Western Reserve University
Software Piracy in the Presence of Open Source Alternatives,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/3,No Abstract,Fernando S. Machado,"UCP, Católica Lisbon School of Business & Economics"
Software Piracy in the Presence of Open Source Alternatives,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/3,No Abstract,T S. Raghu,Arizona State University
Software Piracy in the Presence of Open Source Alternatives,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/3,No Abstract,Preethika Sainam,Thunderbird School of Global Management at ASU
Software Piracy in the Presence of Open Source Alternatives,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/3,No Abstract,Rajiv Sinha,Arizona State University
Got Phished? Internet Security and Human Vulnerability,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/2,No Abstract,Sanjay Goel,"University at Albany, SUNY"
Got Phished? Internet Security and Human Vulnerability,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/2,No Abstract,Kevin Williams,"University at Albany, SUNY"
Got Phished? Internet Security and Human Vulnerability,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/2,No Abstract,Ersin Dincelli,"University at Albany, SUNY"
Communicating Personal Health Information in Virtual Health Communities: An Integration of Privacy Calculus Model and Affective Commitment,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/1,No Abstract,Nima Kordzadeh,Idaho State University
Communicating Personal Health Information in Virtual Health Communities: An Integration of Privacy Calculus Model and Affective Commitment,2017,Issue 1,https://aisel.aisnet.org/jais/vol18/iss1/1,No Abstract,John Warren,University of Texas at San Antonio
Challenging Dominant Frames in Policies for IS Innovation in Healthcare through Rhetorical Strategies,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/3,No Abstract,Roberta Bernardi,"Royal Holloway University, UK"
Challenging Dominant Frames in Policies for IS Innovation in Healthcare through Rhetorical Strategies,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/3,No Abstract,Panos Constantinides,University of Warwick
Challenging Dominant Frames in Policies for IS Innovation in Healthcare through Rhetorical Strategies,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/3,No Abstract,Joe Nandhakumar,University of Warwick
An Integrated Temporal Model of Belief and Attitude Change: An Empirical Test With the iPad,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/2,No Abstract,David Xu,Wichita State University
An Integrated Temporal Model of Belief and Attitude Change: An Empirical Test With the iPad,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/2,No Abstract,Sue Abdinnour,Wichita State University
An Integrated Temporal Model of Belief and Attitude Change: An Empirical Test With the iPad,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/2,No Abstract,Barbara Chaparro,Wichita State University
Use of Online Social Networking Services from a Theoretical Perspective of the Motivation-Participation-Performance Framework,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/1,No Abstract,Mohammad Salehan,"California State Polytechnic University, Pomona"
Use of Online Social Networking Services from a Theoretical Perspective of the Motivation-Participation-Performance Framework,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/1,No Abstract,Dan Jong Kim,University of North Texas
Use of Online Social Networking Services from a Theoretical Perspective of the Motivation-Participation-Performance Framework,2017,Issue 2,https://aisel.aisnet.org/jais/vol18/iss2/1,No Abstract,Changsu Kim,Yeungnam University
Political Maneuvering During Business Process Transformation: A Pluralist Approach,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/3,No Abstract,Sune D. Müller,Aarhus University
Political Maneuvering During Business Process Transformation: A Pluralist Approach,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/3,No Abstract,Lars Mathiassen,Georgia State University
Political Maneuvering During Business Process Transformation: A Pluralist Approach,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/3,No Abstract,Carol Saunders,Northern Arizona University
Political Maneuvering During Business Process Transformation: A Pluralist Approach,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/3,No Abstract,Pernille Kræmmergaard,Aalborg University
Management Misinformation Systems: A Time to Revisit?,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/2,No Abstract,Kalle Lyytinen,Case Western Reserve University
Management Misinformation Systems: A Time to Revisit?,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/2,No Abstract,Varun Grover,Clemson University
The Online Waiting Experience: Using Temporal Information and Distractors to Make Online Waits Feel Shorter,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/1,No Abstract,Younghwa (Gabe) Lee,Miami University
The Online Waiting Experience: Using Temporal Information and Distractors to Make Online Waits Feel Shorter,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/1,No Abstract,Andrew N.K. Chen,University of Kansas
The Online Waiting Experience: Using Temporal Information and Distractors to Make Online Waits Feel Shorter,2017,Issue 3,https://aisel.aisnet.org/jais/vol18/iss3/1,No Abstract,Traci Hess,University of Massachusetts - Amherst
Brownie: A Platform for Conducting NeuroIS Experiments,2017,Issue 4,https://aisel.aisnet.org/jais/vol18/iss4/3,No Abstract,Anuja Hariharan,"Karlsruhe Institute of Technology, Karlsruhe, Germany"
Brownie: A Platform for Conducting NeuroIS Experiments,2017,Issue 4,https://aisel.aisnet.org/jais/vol18/iss4/3,No Abstract,Marc T.P. Adam,"The University of Newcastle, Australia"
Brownie: A Platform for Conducting NeuroIS Experiments,2017,Issue 4,https://aisel.aisnet.org/jais/vol18/iss4/3,No Abstract,Verena Dorner,Karlsruhe Institute of Technology
